chrom	start	end	gene_count	gene_coverage	E1	E2	E3
chr1	6200000	6300000	558	0.8321799999999999	0.6681212828467006	-0.4386128161980413	1.2496325218651279
chr1	6300000	6400000	799	1.0	0.5162211968129663	-0.267763018061453	0.9992610879603376
chr1	6400000	6500000	680	1.0	0.7230378012599739	-0.2666196222872147	0.7988301704408861
chr1	6500000	6600000	971	1.0	0.8576054471378934	-0.3647638493972202	0.8188971620131706
chr1	6600000	6700000	857	1.0	0.7252828645389677	0.012460040303927361	0.44918666781169897
chr1	6700000	6800000	774	1.0	0.5723950247265465	0.11511587194078823	0.20547897080785027
chr1	6800000	6900000	216	1.0	0.5721039623888321	0.08589226114343944	0.224711347570524
chr1	6900000	7000000	240	1.0	0.3503833209824368	-0.00955572661601732	0.30440936846155375
chr1	7000000	7100000	136	1.0	0.2725026374785742	0.26701899462221823	0.015815938743051174
chr1	7100000	7200000	250	1.0	0.3744753016960901	0.31781648457667494	0.0454114085371275
chr1	7200000	7300000	185	1.0	0.4411541181706619	0.3882269478763345	0.035672815528797114
chr1	7300000	7400000	174	1.0	0.41834016169320554	0.18368164082339744	0.19397513397242616
chr1	7400000	7500000	104	1.0	0.4614795453803671	0.12307822768497906	0.22779000280355693
chr1	7500000	7600000	113	1.0	0.35263922267054826	0.3004711993399992	0.1398331594793713
chr1	7600000	7700000	278	1.0	0.3191721552210033	0.36935186685475896	-0.020665976677785157
chr1	7700000	7800000	379	0.9557399999999999	0.40074150250739315	0.37333472653389355	0.047846515579288165
chr1	7800000	7900000	599	1.0	0.4233371182930792	0.2977583841498899	0.07853523472029282
chr1	7900000	8000000	1103	0.8796200000000001	0.4757571382084869	0.47385700739832254	-0.09791787658116312
chr1	8000000	8100000	620	1.0	0.5353782613751932	0.3979710883163133	-0.10598698400488824
chr1	8100000	8200000	923	1.0	0.6113030140413941	0.3137804361531586	0.025393416097645526
chr1	8200000	8300000	875	0.57062	0.5513084669443672	0.3407058215267407	-0.07063232710293985
chr1	8300000	8400000	543	0.71109	0.5713762421197216	0.5283294862495207	-0.18431460231055177
chr1	8400000	8500000	454	1.0	0.6039685275741444	0.3323823683307883	-0.030058226093514114
chr1	8500000	8600000	543	1.0	0.5397411075204466	0.40784802406409654	-0.044556715962571436
chr1	8600000	8700000	451	1.0	0.5280920791261972	0.33668594766535453	-0.15530668818810456
chr1	8700000	8800000	542	1.0	0.46483187529509856	0.36113271438055394	-0.26121843716312226
chr1	8800000	8900000	701	0.6247199999999999	0.5925713456084182	0.464453727902716	-0.26813737662073756
chr1	8900000	9000000	769	1.0	0.5414008223550927	0.4395962487751872	-0.24812430884562303
chr1	9000000	9100000	510	1.0	0.5416355862213234	0.3418691389914222	-0.20444629922757737
chr1	9100000	9200000	1313	0.83411	0.5294075496648428	0.39404387100100646	-0.2988302837866394
chr1	9200000	9300000	579	0.48708999999999997	0.5365567213657721	0.409174634613611	-0.13717043320426994
chr1	9300000	9400000	451	0.7155600000000001	0.6427370997738079	0.3310763762686366	-0.09850477893124389
chr1	9400000	9500000	700	0.21809	0.565104312226557	0.37684038384230584	-0.1342623930246951
chr1	9500000	9600000	702	1.0	0.6095511707708934	0.48624750412069845	-0.2906699818179064
chr1	9600000	9700000	734	1.0	0.5628158402849481	0.37332380504728047	-0.13033148248489224
chr1	9700000	9800000	850	1.0	0.6154998003185509	0.3996597068586062	-0.1605150922214233
chr1	9800000	9900000	760	1.0	0.6004568202654731	0.39836558513739717	-0.19549227518898665
chr1	9900000	10000000	954	0.9255899999999999	0.566316471550917	0.5794781269954388	-0.09468924518134297
chr1	10000000	10100000	852	0.8884700000000001	0.5887137740097608	0.30784553673995535	-0.10612829667414508
chr1	10100000	10200000	831	0.83088	0.569124862752489	0.49737999652553727	-0.28319586266448205
chr1	10200000	10300000	756	0.91104	0.5394537562967765	0.4303183001643086	-0.23380328513298812
chr1	10300000	10400000	867	0.94281	0.5348573246759669	0.3381199216799818	-0.08903646587876973
chr1	10400000	10500000	962	0.86025	0.5351676972555197	0.3688034859617663	-0.1465074945624112
chr1	10500000	10600000	473	1.0	0.4699754710455146	0.32862968525105885	0.07837445223534434
chr1	10600000	10700000	208	0.9415600000000001	0.6362284457449835	0.12685152716915715	0.2937072227925057
chr1	10700000	10800000	138	0.9665	0.525923343589445	0.2960640407244117	0.10462338697963111
chr1	10800000	10900000	384	0.4588	0.4670494294060929	0.3370442513687425	-0.06420203944440162
chr1	10900000	11000000	674	1.0	0.4488265235985556	0.35066375270493716	0.034692836657170344
chr1	11000000	11100000	819	1.0	0.4688049670293145	0.41264778784674616	0.21630254202803517
chr1	11100000	11200000	621	1.0	0.5677416344802849	0.2601958011113215	0.39599859361359346
chr1	11200000	11300000	966	0.90238	0.28970395997146425	0.2633326997165269	0.301111239786371
chr1	11300000	11400000	598	0.77768	-0.2806967559334355	0.14171306438840464	0.32446109366703835
chr1	11400000	11500000	337	0.28488	-0.3853712765521975	0.07839310788156083	0.3928478824708974
chr1	11500000	11600000	187	0.38659	-0.4016943867408084	0.09937434182827647	0.4703262776501021
chr1	11600000	11700000	544	0.5595	0.11923774072537684	0.2564433048935552	0.4617765620492283
chr1	11700000	11800000	619	0.8123100000000001	0.5201909916548713	0.03876206263646335	0.6856411434350277
chr1	11800000	11900000	648	0.51107	0.629425961631617	0.014518612234723588	0.7460079094266449
chr1	11900000	12000000	971	0.74957	0.6680877137188483	0.21492616121128716	0.9223295877770956
chr1	12000000	12100000	812	0.76636	0.6012305820003166	-0.026717464904848328	1.0661464455647651
chr1	12100000	12200000	712	0.78259	0.46319953598808655	-0.1334312905592415	1.6389943577922355
chr1	12200000	12300000	700	0.98987	0.11208463083272166	0.04315646050307923	1.0077786162898956
chr1	12300000	12400000	398	1.0	0.009220477955825377	0.24883157576819515	1.169202806116273
chr1	12400000	12500000	272	1.0	0.0840068526139219	-0.12460048959621728	1.484495523865114
chr1	12500000	12600000	522	1.0	0.19427823728572205	-0.04064450341300259	1.5238638358439955
chr1	12600000	12700000	498	0.30571	-0.5245488821660129	0.1261298955746609	1.1227909590220226
chr1	12700000	12800000	278	0.44837	-1.600224161496858	-0.3673955939417529	0.9882544639396575
chr1	12800000	12900000	470	1.0			
chr1	12900000	13000000	232	1.0			
chr1	13000000	13100000	417	1.0			
chr1	13100000	13200000	441	1.0			
chr1	13200000	13300000	629	1.0			
chr1	13300000	13400000	684	1.0			
chr1	13400000	13500000	825	1.0	-1.4533565552123209	-0.010849745589520883	0.4909990787874263
chr1	13500000	13600000	473	1.0	-1.6023722102006992	-0.13907208102410848	0.8048469904411696
chr1	13600000	13700000	669	0.22914	-1.0132122549389428	0.08452389790778968	0.5089605650192898
chr1	13700000	13800000	225	1.0	-0.2349453918733605	-0.3169543491845434	1.656989294619343
chr1	13800000	13900000	209	1.0	-1.2974589354936372	-0.12037754723816567	0.6072072689153648
chr1	13900000	14000000	248	0.80492	-1.1583445959264214	0.2913273618974738	0.39296924834173974
chr1	14000000	14100000	154	0.0124	-1.3031373281223813	-0.01203704663709848	0.4539499438592981
chr1	14100000	14200000	357	0.03424	-1.286718227189571	0.07875287612510655	0.3140124114040801
chr1	14200000	14300000	148	0.05404	-1.3149880934412779	0.05552899652016209	0.6014400747374413
chr1	14300000	14400000	190	0.12962	-1.142685957348258	0.12412070273836366	0.30582162598470786
chr1	14400000	14500000	219	0.04136	-1.2508303361015707	-0.05264985037033496	0.5633689912108766
chr1	14500000	14600000	269	0.031689999999999996	-1.0631830901561845	0.30226307664056296	0.476475487654499
chr1	14600000	14700000	211	1.0	-1.2798742124014826	0.09189069577012199	0.3179636842055241
chr1	14700000	14800000	263	1.0	-1.10957975012683	0.06196038214764925	0.5813187214004114
chr1	14800000	14900000	272	1.0	-1.0100332165077122	0.20878041087066643	0.5546774225769875
chr1	14900000	15000000	576	1.0	-0.2732349140532344	0.002226703016536075	1.4654052862589464
chr1	15000000	15100000	365	1.0	-0.47828184011794034	0.12175276724300312	1.1421815517064717
chr1	15100000	15200000	343	1.0	0.011622926230707287	0.1359044016936741	1.2180152048025508
chr1	15200000	15300000	429	1.0	0.062315052785610434	-0.021028246698236976	1.2406711585157444
chr1	15300000	15400000	405	1.0	0.3159826685159887	0.126466050472838	1.1904741764753584
chr1	15400000	15500000	741	1.0	0.4240194831323094	-0.1828100398074157	1.3235620387533271
chr1	15500000	15600000	894	1.0	0.648324747048868	0.04711698352213528	0.9018558440456781
chr1	15600000	15700000	869	0.90186	0.6866321950698724	0.10947036844377461	0.91597430652994
chr1	15700000	15800000	1056	1.0	0.7615274329224198	0.24089496050212222	0.4626357704825674
chr1	15800000	15900000	981	1.0	0.724247094505916	0.2813073004892628	0.2562359439757081
chr1	15900000	16000000	505	1.0	0.7080301402359894	0.12766685337725503	0.3579354320150028
chr1	16000000	16100000	473	1.0	0.778764066808032	0.33928798238215246	0.25832789064463607
chr1	16100000	16200000	440	1.0	0.774237831336746	0.19551008630339076	0.4171154118157857
chr1	16200000	16300000	1025	1.0	0.7297643340252348	0.06133964739978548	0.2592685082257096
chr1	16300000	16400000	1054	1.0	0.6671340870340818	0.21751458831366793	0.18129290312622362
chr1	16400000	16500000	792	1.0	0.68170707137735	0.15090975377681137	0.26464894669685834
chr1	16500000	16600000	438	1.0			
chr1	16600000	16700000	528	0.6127100000000001	0.5124773655721355	0.20790167611392332	0.20672640621634175
chr1	16700000	16800000	272	0.8054100000000001			
chr1	16800000	16900000	244	1.0			
chr1	16900000	17000000	622	0.9486	0.6805609349585529	0.2406971182372045	0.6173861107342828
chr1	17000000	17100000	550	0.95481	0.6040596120221821	0.24082466703262265	0.41915706722392776
chr1	17100000	17200000	381	0.48349	0.555684284913406	0.1008036426773084	0.5150914757882842
chr1	17200000	17300000	446	1.0	0.5790140901094638	0.13309427667209223	0.6157437854335001
chr1	17300000	17400000	681	1.0	0.51860833415404	0.2721881470931661	0.4607238273698729
chr1	17400000	17500000	1069	0.93221	0.37085022664311507	0.4555545932616032	0.5655010978643038
chr1	17500000	17600000	650	0.95719	0.3170564169770507	0.1377938353751188	0.8785169353091525
chr1	17600000	17700000	208	1.0	4.6362725180329666e-05	0.18614005033866476	0.7061989587237172
chr1	17700000	17800000	258	0.54798	-0.27993025399483334	0.17323006689831766	0.6785871444603576
chr1	17800000	17900000	167	1.0	-0.40961735400009003	0.10429662853680524	0.7478681037228864
chr1	17900000	18000000	153	1.0	-0.8042165051260645	0.2893220504909703	0.14695225193858796
chr1	18000000	18100000	206	0.39836	-1.0962108627642417	0.1259622705321401	0.3066294606634748
chr1	18100000	18200000	198	0.92255	-1.14936970536872	0.14658868075041587	0.2996717458922778
chr1	18200000	18300000	122	1.0	-1.1664679941118632	0.3218551898803825	0.41613874644522403
chr1	18300000	18400000	100	0.78679	-1.408972781229998	0.13477085563676072	0.4660537124403191
chr1	18400000	18500000	253	0.14222	-1.3911330858735707	0.08054269104220567	0.34683518151396775
chr1	18500000	18600000	287	0.37222	-1.0674347146188599	0.09355829237424704	0.5727039107115026
chr1	18600000	18700000	296	0.8941899999999999	-0.6937155147429712	0.10587573130951129	0.5509965331349967
chr1	18700000	18800000	222	1.0	-0.9207342164937169	0.13005281366675028	0.4896461356133448
chr1	18800000	18900000	370	1.0	-0.358038468141484	0.26003949957141576	0.7237433873952044
chr1	18900000	19000000	372	1.0	0.5114395912836059	0.46904089497743334	0.8906337086091236
chr1	19000000	19100000	501	1.0	0.547268984922181	0.50548538914415	0.7696455883923842
chr1	19100000	19200000	235	1.0	0.5001616106923883	0.47125093479072266	0.3330991074609302
chr1	19200000	19300000	709	0.94395	0.5546316816886238	0.42969496905098953	0.3554020623325952
chr1	19300000	19400000	511	1.0	0.484042670145189	0.2153494270308219	0.22962468143543716
chr1	19400000	19500000	360	1.0	0.5126883220803845	0.27364456970289863	0.34086554118268264
chr1	19500000	19600000	736	1.0	0.47596513849441946	0.46675092679615615	0.159860242933854
chr1	19600000	19700000	647	1.0	0.536282783841688	0.43615893402605876	0.10871184540092092
chr1	19700000	19800000	573	1.0	0.4464000473218054	0.34841777408183994	0.052260990134987195
chr1	19800000	19900000	505	1.0	0.3468915294260016	0.49628727293465486	-0.02086140973146488
chr1	19900000	20000000	395	1.0	0.05139189603837746	0.4942209332046533	-0.07232615361258435
chr1	20000000	20100000	251	0.9133399999999999	-0.0622527135809598	0.34875717916371357	0.03521585218442641
chr1	20100000	20200000	375	0.64367	-0.0027472220662874925	0.4687415440670033	-0.054353016743007104
chr1	20200000	20300000	208	0.13775	-0.009666798378555408	0.44880839956625873	-0.12070378303027013
chr1	20300000	20400000	196	0.94479	0.08541981036421298	0.4209919161949617	-0.05341284200947866
chr1	20400000	20500000	211	0.36211	0.2572966107574041	0.48750855284386985	-0.02025726184707502
chr1	20500000	20600000	591	0.25359	0.4537798926997524	0.6954857544732718	-0.10982434472767265
chr1	20600000	20700000	747	0.8629	0.48163099499527506	0.7259396053973761	-0.22694881049296128
chr1	20700000	20800000	650	1.0	0.5308239274042073	0.7259621998007453	-0.23664007491892827
chr1	20800000	20900000	578	1.0	0.4875572679665325	0.6340738898851445	-0.2764660421988238
chr1	20900000	21000000	407	1.0	0.5005688498448532	0.6511096484669653	-0.21293233214470034
chr1	21000000	21100000	530	1.0	0.5046813821793941	0.7909852472791404	-0.29867648325358187
chr1	21100000	21200000	715	0.821	0.4380984663401375	0.723818041627191	-0.3576956513372584
chr1	21200000	21300000	749	0.86425	0.47557957284263147	0.7295238042727185	-0.3189792205955856
chr1	21300000	21400000	523	0.5117	0.49413378308744726	0.7670120168222717	-0.2949882265305356
chr1	21400000	21500000	441	0.5390699999999999	0.48348440333593606	0.6861597689862182	-0.3514269764666153
chr1	21500000	21600000	580	0.74525	0.525161516185231	0.686736091118523	-0.4010219310373619
chr1	21600000	21700000	291	1.0	0.47164978139554264	0.6068884942755264	-0.4504078029395263
chr1	21700000	21800000	675	1.0	0.4609426219160597	0.8085761229639551	-0.43963026071681155
chr1	21800000	21900000	449	1.0	0.5442352806071525	0.7346948624259171	-0.356964395357651
chr1	21900000	22000000	588	1.0	0.5220196391227514	0.8259910407823556	-0.4314796298382161
chr1	22000000	22100000	834	1.0	0.4486641661860566	0.7893700802193916	-0.5017767591955761
chr1	22100000	22200000	353	1.0	0.40860517183726563	0.8188362320410305	-0.33591651298572683
chr1	22200000	22300000	171	1.0	0.32122552372183677	0.7421867701318742	-0.3860599847604884
chr1	22300000	22400000	259	1.0	0.4381130505763363	0.7374853534748586	-0.36561222139672217
chr1	22400000	22500000	381	1.0	0.4473784153889248	0.8192048141445429	-0.4122258812948447
chr1	22500000	22600000	281	0.6665	0.3839395625976374	0.7470842046356964	-0.35897232643506655
chr1	22600000	22700000	306	0.21541999999999997	0.3942869587209517	0.8778681812064006	-0.4607731629609131
chr1	22700000	22800000	256	0.8927700000000001	0.4956616877635806	0.7972687451139598	-0.2900587308306797
chr1	22800000	22900000	355	1.0	0.47809270879845067	0.7844424445662997	-0.3314814876182323
chr1	22900000	23000000	643	0.30418	0.4079676972556242	0.8061664687147982	-0.42196344120877394
chr1	23000000	23100000	684	0.85441	0.40656807431866826	0.8811449195597062	-0.5011826425530965
chr1	23100000	23200000	850	1.0	0.38496241640412127	0.8528081416120793	-0.48181810587179996
chr1	23200000	23300000	693	1.0	0.4436830903524783	0.9343447702292127	-0.4664878322284217
chr1	23300000	23400000	762	0.98124	0.485696171211006	0.9310590274766397	-0.41197388910721405
chr1	23400000	23500000	861	0.82073	0.41553500936152327	0.8522358955229175	-0.4562903836266684
chr1	23500000	23600000	723	0.48413	0.41004923013430084	0.9074601516172394	-0.4853366570704224
chr1	23600000	23700000	720	0.57126	0.4535841910961129	0.8071473452252128	-0.4426746314203795
chr1	23700000	23800000	903	0.58617	0.46773470904312825	0.8337078617677004	-0.4300346452742345
chr1	23800000	23900000	1004	0.9300200000000001	0.44602220493817035	0.8193653118602924	-0.4897444520743333
chr1	23900000	24000000	878	0.80671	0.42012733570750216	0.8761419653558589	-0.4803972865581294
chr1	24000000	24100000	673	0.49799	0.45140499612389706	0.8444661917845563	-0.35549657408929414
chr1	24100000	24200000	565	0.7388100000000001	0.4146812850551828	0.8309951702875	-0.340566207608393
chr1	24200000	24300000	471	1.0	0.40811794325803785	0.8266412557546523	-0.32204257795501723
chr1	24300000	24400000	257	1.0	0.5033165289988023	0.867987761783861	-0.3365537291916911
chr1	24400000	24500000	380	1.0	0.4540618909513319	0.8394162897184629	-0.4492009914084854
chr1	24500000	24600000	490	1.0	0.4743890234473376	0.8542444087579546	-0.3581745792358301
chr1	24600000	24700000	568	1.0	0.4191515661754865	0.9646634306520782	-0.43934717746258245
chr1	24700000	24800000	905	1.0	0.4670501091068099	0.8950417788881323	-0.29920866191474904
chr1	24800000	24900000	528	0.46688	0.45795100473486244	0.7901631554303181	-0.36171051620289396
chr1	24900000	25000000	233	0.6796800000000001	0.4482425222577914	0.7834923645076174	-0.3716340688751927
chr1	25000000	25100000	122	0.47368999999999994	0.44274314694840733	0.8352999884638288	-0.2992839043101317
chr1	25100000	25200000	296	1.0	0.4392258904749737	0.8484180078677356	-0.3923503337465193
chr1	25200000	25300000	925	1.0	0.46366307246920513	0.9585133034395391	-0.5568944450927136
chr1	25300000	25400000	802	1.0			
chr1	25400000	25500000	533	0.9904299999999999	0.5230411967012211	0.931480047059556	-0.3267735054568384
chr1	25500000	25600000	360	0.58715	0.42454982696979654	0.7526800791936001	-0.40369535832899556
chr1	25600000	25700000	435	1.0	0.4088150913687414	0.8242956976783175	-0.34280058638867905
chr1	25700000	25800000	329	1.0	0.42283060350348933	0.7966439358992959	-0.39444619084049454
chr1	25800000	25900000	703	1.0	0.40591823430427904	0.7862628973619807	-0.46683888081764896
chr1	25900000	26000000	725	1.0	0.4920578504108982	0.7663609015764824	-0.40979686803721493
chr1	26000000	26100000	592	1.0	0.44415622348909595	0.7785849817007211	-0.48619244524749367
chr1	26100000	26200000	650	1.0	0.4089078967151203	0.8087911649091811	-0.4929620968786534
chr1	26200000	26300000	600	1.0	0.4818506275666546	0.8647563952055183	-0.35867087027914063
chr1	26300000	26400000	943	1.0	0.514941190069963	0.8480201667335465	-0.44701050701908357
chr1	26400000	26500000	901	0.73779	0.4352838823180189	0.7349789229043744	-0.4536192536599487
chr1	26500000	26600000	842	0.59606	0.4224186706321434	0.8061242111801261	-0.4654043245433646
chr1	26600000	26700000	945	0.66861	0.5334602492078736	0.8300810361400818	-0.3559655306566351
chr1	26700000	26800000	539	1.0	0.5042831864448248	0.7518669583674967	-0.31392233248227436
chr1	26800000	26900000	882	1.0	0.5204226193190243	0.7334667257306118	-0.4457064919934766
chr1	26900000	27000000	904	0.69797	0.5294052722801796	0.7896932615058005	-0.41271000944167535
chr1	27000000	27100000	840	0.8635299999999999	0.5251854454907936	0.7598698270198445	-0.4319749000241404
chr1	27100000	27200000	754	1.0	0.5426842949108321	0.7664326315321968	-0.22620588924069904
chr1	27200000	27300000	919	1.0	0.4048368323724399	0.8847116158840758	-0.3663681231809334
chr1	27300000	27400000	598	0.8174899999999999	0.5395992348765839	0.7867730780968812	-0.4083790373513856
chr1	27400000	27500000	753	1.0	0.5164786214088883	0.7827401507265707	-0.37572468146316457
chr1	27500000	27600000	346	1.0	0.6861808862468246	0.7693714461575424	-0.18983505758530345
chr1	27600000	27700000	522	0.4175	0.5133331161060064	0.7095709079608762	-0.3452533111654449
chr1	27700000	27800000	842	0.76347	0.5586070769448358	0.7573501517405322	-0.28517440413500766
chr1	27800000	27900000	892	1.0	0.5681323865178279	0.6022948811247019	-0.23044068293647854
chr1	27900000	28000000	720	1.0	0.5539817480253596	0.6888650951686834	-0.19344345016979578
chr1	28000000	28100000	763	1.0	0.5036216365998492	0.6024672085339025	-0.24614234121569026
chr1	28100000	28200000	886	1.0	0.535667131191053	0.6677929462000759	-0.21974625749521554
chr1	28200000	28300000	1031	0.92064	0.5836892877441003	0.6463331990129995	-0.2512076345117772
chr1	28300000	28400000	1304	0.70152	0.5676088472994815	0.7197788989187595	-0.17055029876513042
chr1	28400000	28500000	954	1.0	0.5893470911961435	0.6710098247526799	-0.035442581274192406
chr1	28500000	28600000	1177	1.0	0.6050808578272056	0.6015228396399707	-0.00046122296481102725
chr1	28600000	28700000	1280	1.0	0.6089464323265049	0.7832044414783278	0.07242990558908205
chr1	28700000	28800000	935	0.9225899999999999	0.5162654769845312	0.3774799985202185	0.1394169241577755
chr1	28800000	28900000	661	0.78059	0.43101427559566485	0.6030357209292956	0.20028167012518872
chr1	28900000	29000000	1080	1.0	0.40089501859169413	0.5751020291410658	0.30887522179698584
chr1	29000000	29100000	641	1.0	0.34286204149714933	0.7089890348103491	0.4149227769710592
chr1	29100000	29200000	877	1.0	0.43855497013372624	0.4949042021001866	0.6039319396227671
chr1	29200000	29300000	617	1.0	0.08842756573005882	0.559842341051109	0.5253530063758423
chr1	29300000	29400000	213	1.0	-0.4091477627218171	0.41763097227336715	0.26174191458536344
chr1	29400000	29500000	109	0.0387	-0.753125650378712	0.3603519412707476	0.060627536215149304
chr1	29500000	29600000	152	0.01215	-0.794695637196588	0.39548510770036416	0.12473992286780829
chr1	29600000	29700000	194	0.01581	-0.5961700852997476	0.31134707711745696	0.18441133005224036
chr1	29700000	29800000	69	0.01526	-0.49529042177682114	0.4644385236876389	0.08273849712414641
chr1	29800000	29900000	66	0.24166999999999997	-0.7759980139145538	0.4923106863737998	0.06236524881737756
chr1	29900000	30000000	124	0.02537	-0.7605438686614131	0.44210341047148777	0.04333492822713277
chr1	30000000	30100000	60	0.24575999999999998	-0.6758079704694172	0.4912096659940165	0.21418261588278859
chr1	30100000	30200000	138	0.053520000000000005	-0.7413607255437055	0.4788180530282127	0.15861813386959078
chr1	30200000	30300000	140	0.05295	-0.8999081562584504	0.35419801441589344	-0.026331701658221348
chr1	30300000	30400000	89	0.00665	-0.6858676698295652	0.4806701221174575	0.07519050567366847
chr1	30400000	30500000	137	0.023540000000000002	-0.7259688514295835	0.4308558730493572	0.10179117720069013
chr1	30500000	30600000	124	0.01435	-0.5470207599435946	0.3661210421011759	0.26792937720310217
chr1	30600000	30700000	129	0.0119	-0.4937459389348269	0.38114674256884445	0.2726585646763216
chr1	30700000	30800000	323	0.50703	0.3693112639519787	0.45033392396710215	0.6654519451604508
chr1	30800000	30900000	539	0.34678000000000003	0.5301466153437393	0.4178156204829554	0.6783564988446349
